Views,Comments,Shares,Likes,Bookmark,Duration,Link to TikTok,Caption,Transcripts,Hashtags,Cover Image,Audio,Date Posted
"4,655",18,6,177,47,82,https://www.tiktok.com/@mattfarmerai/video/7348325983637818630,Agility Digit Has New Capabilities After Learning With AI #robot #technews #ai #humanoid ,"Agility Robotics released a new video of its humanoid robot digit.
They're using AI and simulation through
and video robotics to train its robot even faster.
Check this out. Hey, digit, what's cooking?
Come on.
Looks like we're having video cards for dinner.
Then they showed it learning in a simulation.
If you look closely, you can see airs in the simulation.
Its feet are hovering at the start,
but still impressive.
We're seeing massive improvements in humanoid capabilities.
Who do you think would win the robot fight,
figure 0, 1 or agility digit?
Vote in the comments and like and follow for more AI.","robot, technews, ai, humanoid",https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/2251ada2c66341468b73db0e1eac0cd1_1710915475?lk3s=81f88b70&x-expires=1724050800&x-signature=2qieAT5kZuGvs3X9O6ia8rUqSCg%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/ocWoNHF96QD1VjgEeahgf7EJL0YvT3JCSC5PfC/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7ThZrw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NDk4ODc3OWZoOzo3aTwzaEBpandsaWs5cjg6cTMzNzU8M0BgYV4tLy41XzUxMy1iLy9fYSMzYWBmMmRjc3FgLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884107&l=2024081707402471752DAAD3D43A509910&ply_type=3&policy=3&signature=d4dedf23dfd0e267866569146c817155&tk=0,3/19/2024
"24,600",56,36,698,112,116,https://www.tiktok.com/@mattfarmerai/video/7347778454156365062,Sam Altman Reveals More About GPT-5 on the Lex Fridman Podcast. #samaltman #ainews #technews #ai #gpt #gpt5 ,"That moment was on the Lex Friedman podcast
and we got more leaks on G P t 5.
Check this out. So when is G P t 5 coming out again?
I don't know. That's an honest answer.
Is it blink twice if it's this year.
We will release an amazing new model this year.
I don't know what we'll call it.
So that goes to the question of like what
what's the way we release this thing?
We'll release over in the coming months many different things.
I think that'd be very cool.
I think before we talk about like a G P t 5
like model called that or called are not called that
or a little bit worse
or a little bit better than what you'd expect from a G P T5.
And then we have a lot of other important things to release first.
I don't know what to expect from G P t 5.
You're making me nervous and excited.
Uh, what are some of the biggest challenges in bottle necks to overcome
for whatever it ends up being called
but let's call it G P t 5.
Just interesting to ask what are is it on the compute side
is in the technical side always all of these.
I was I was I was, you know,
what's the one big unlock?
Is it is it a bigger computer?
Is it like a new secret? Is it something else?
Um, it's all of these things.
Together like the thing that opening I think does really well,
this is actually an original Ilia quote that I'm gonna butcher
but it's something like
we multiply 200 medium sized things together into one giant thing.
So there's this distributed constant innovation happening. Yeah,
so even on the technical side,
like especially on the technical side,
but let's break it down. GBT5 will be an uplift across everything
and we will likely see new releases from open AI
in the next couple of months.
I can see them releasing an AI agent soon and maybe G b t 4.5.
What do you think they're releasing next?
Like and follow for more AI.","samaltman, ainews, technews, ai, gpt, gpt5",https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/fd6fa50cfba14cd1bb217a98a97bfb02_1710787994?lk3s=81f88b70&x-expires=1724050800&x-signature=JtKte2nEuYR%2BIf39%2B%2BEZSNE6WMI%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oIPfkInMBQ5NiAjIoiP5BYQy6iQ4BygKdzdEo4/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7ThZrw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NzVnaDo8ZDU7Ojo6NWdoZEBpajs2aG05cjo7cTMzNzU8M0A1MzExNjUtXmExLzQvYmA2YSNiaC81MmQ0b3BgLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884141&l=2024081707402471752DAAD3D43A509910&ply_type=3&policy=3&signature=c04e055698d0e5b1cd06fdd1a6525bfa&tk=0,3/18/2024
"24,900",132,50,682,123,74,https://www.tiktok.com/@mattfarmerai/video/7347240456964558085,Mira Murati The CTO Creates Massive Controversy in WSJ Interview. #ainews #ai #openai #miramurati #llm #chatgpt #technews #sora ,"Mirror Marathi, the CTO of Open AI
didn't interview with the Wall Street Journal about Sora,
the new AI video generator.
It was all going well until they asked
what data was used to train Sora.
Check this out. What data was used to train Sora?
We used publicly available data and licence data.
So videos on YouTube,
I'm actually not sure about that. Okay.
Videos from Facebook, Instagram,
you know, if they were publicly available,
um, available,
publicly available to use,
um, there might be the data,
but um, I'm,
I'm not sure. I'm not confident about it.
The reaction says it all.
The all in podcast talked about the legal issues with this
and made a good point about public data,
how YouTube may not even be able to train from their own videos,
but open AI has likely scraped the entire site for training.
Very interesting point. At this rate,
open AI is going to become more of a legal company than an AI company.
What are your thoughts?
Does open AI have the right to train off any data
since it isn't directly copying it,
just learning from it? Or should they be abolished
like and follow for more AI?","ainews, ai, openai, miramurati, llm, chatgpt, technews, sora",https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/aaf282463ada457e9fdf64b4478d5181_1710662732?lk3s=81f88b70&x-expires=1724050800&x-signature=m89hb1S6W1pfZFEFO7Uh%2FGQsZ3w%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/o00BJIlM2dYBYBCpQmJF1fixiUCJLQe3Mv6YBI/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7ThZrw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aTxnOzVpZDc6ODQ1OTk0aEBpanJlOnE5cm1kcTMzNzU8M0AxNmMzXy9hXjAxXmJiY2IyYSNraDVgMmRjNW9gLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884099&l=2024081707402471752DAAD3D43A509910&ply_type=3&policy=3&signature=99076fa8133dd2932c1574e70f758dc9&tk=0,3/17/2024
"12,900",46,74,634,239,55,https://www.tiktok.com/@mattfarmerai/video/7346841701463411974,Google DeepMind Has Developed A New AI Agent Called SIMA That Can Play Video Games ?? #aiagent #googledeepmind #ainews #technews #ai #aigaming #sima ,"Google Deep Mind has developed a new AI
agent called Simma that can play video games.
So now when AI takes our jobs,
it will be able to play video games for us too.
Great. Simba stands for Scalable Instructable Multi world Agent.
It differs from other AI systems for video games
and that it takes a broad approach
learning in a variety of environments
rather than focusing on one or few specific tasks.
Why is this a big deal? Research shows
an agent trained in many video games
performs better than an agent specialized in a single game.
Themma does not require access to the game source code,
only screen images and natural language instruction.
The agent interacts with virtual environments via keyboard and mouse
and is therefore potentially compatible with any virtual environment.
It has simulmastered 600 basic skills such as navigation,
object interaction and menu control.
The team expects future agents to be able to perform complex
strategic planning and multi faceted tasks.
You enjoyed the video? Like and follow.","aiagent, googledeepmind, ainews, technews, ai, aigaming, sima",https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0f8cf7a6169e4b6b83cfb43ebce75cfb_1710569890?lk3s=81f88b70&x-expires=1724050800&x-signature=EP%2FXugGH2U9HBCDpp6FtJCO%2BN8Q%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oYXJDEQbQAlb1mU0YBqVkJFET9s7cBfTrICfmj/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7ThZrw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZjYzOWlmZjU3ODQ7ODY1OUBpM2xxNW85cjttcTMzNzU8M0AyMC9eMV8tNmExYzJgNTAwYSNfaWFkMmRzZ25gLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884080&l=2024081707402471752DAAD3D43A509910&ply_type=3&policy=3&signature=73cf93d62994b2c7853a82ad563e0a10&tk=0,3/15/2024
"20,700",38,122,867,567,63,https://www.tiktok.com/@mattfarmerai/video/7346445650889854213,Pika Can Now Generate AI Videos with Sound Effects and Lip Sync! ?? #genai #aitools #aivideo #pika #ai #texttovideo #generativevideo #technews ,"He can now generate voices and sound effects.
It's actually amazing because currently
the best generative video AI platform on the market,
sorry, we won't be seeing sore for at least a year.
They've launched two new features I'm reviewing today.
First is sound effects.
Generate a video that you can add the sound effect
really easy. Just click on edit for the video and add sound effect.
Describe the sound and Bam.
Check this out. Here's a race car.
Birds chirping,
fireworks.
Bam. It's actually really good.
Now the lip sync feature, generate a video
and you can either generate a voice with AI
or upload your voice to the clip.
Here is using a pre recorded clip.
One of us is in deep trouble.
Here is using a generated voice.
Hello, my name is Jeff.
Like and follow. Huh?
Not bad. These features are going to get better and better over time.
So it's great to see the update.
You wanna sign up to pika?
Go to Pika Dot Art. It comes with 250 free credits per month.
And if you enjoyed the video, like and follow.","genai, aitools, aivideo, pika, ai, texttovideo, generativevideo, technews",https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/80da00b72da2425eaa45dc9fe7c282f4_1710477675?lk3s=81f88b70&x-expires=1724050800&x-signature=a7UcgUjl36WJCK8eLvFpBtZMt8I%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/o0okMZggSiELEI607GTZY5e6eLGGCC1wbeXL9z/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7ThZrw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZTQ8aThpZzloaWdpNGVpaUBpanA3cXA5cnV3cTMzNzU8M0AzMTQzNl8vXzMxMTMyYjMuYSM1YWk0MmQ0L21gLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884088&l=2024081707402471752DAAD3D43A509910&ply_type=3&policy=3&signature=51f74d7552a48d74c1c295324dcd2554&tk=0,3/14/2024
"206,200",840,"1,698","8,036","1,053",148,https://www.tiktok.com/@mattfarmerai/video/7346024690856512773,Figure Has Added OpenAI Vision to Figure 01 ?? and its CREEPY! #robot #technews #ai  #artificialintelligence #fyp ,"Figure AI, a humanoid
robot company that is partnered with Open AI
has released a new video of its robot using GPT Vision.
Check this out.
It's creepy.
Hey, figure 1, what do you see right now?
I see a red apple on a plate in the center of the table,
a drying rack with cups and a plate
and you standing nearby with your hand on the table.
Great. Can I have something to eat, boys?
Sure thing.
Great. Can you explain why you did what you just did
while you pick up this trash
on it? So I gave you the apple because it's the only
edible item I could provide you with from the table.
Great. So based on the scene right now,
where do you think the dishes in front of you go next?
The dishes on the table like that plate and cup
are likely to go into the drying rack next.
Great. Can you put them there?
Of course.
So
let's see.
Alright, so how do you think you did?
I, I think I did pretty well.
The apple found its new owner.
The trash is gone
and the tableware is right where it belongs.
I agree. Thanks, figure 1.
You're welcome.
If there's anything else you need help with,
just let me know.
What do you think?
That's pretty crazy.
I'll do another video covering the figure
robot and the specs of the robot they're producing.
So like and follow.","robot, technews, ai, artificialintelligence, fyp",https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/e7930f18e8214124b8029e42d7bb2b39_1710379663?lk3s=81f88b70&x-expires=1724050800&x-signature=hjZioFYNcDJk5CYg1htnQMFSD4M%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/o4SC5vJEfKBGewFRAJDTTneUo7CLkpILggcxRw/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7ThZrw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZzlmNmQ3ZWhkODVlZWRmOEBpang0M2s5cjc4cTMzNzU8M0BjNC81YV40NS8xNTExMF8yYSNvNWZiMmRzMm1gLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884173&l=2024081707402471752DAAD3D43A509910&ply_type=3&policy=3&signature=5cf0cf34233ceee270dc6bee3b3f93ed&tk=0,3/13/2024
"43,100",171,395,"1,952",950,161,https://www.tiktok.com/@mattfarmerai/video/7345676981368884485,Cognition Announces DEVIN an AI Software engineer agent... and it may be AGI level ??. #ai #cognition #aitools #aiagent #technews #artificialintelligence #devin ,"Today, Devon was announced by cognition and AI Software
Engineer Agent,
dubbed as the first AI AGI agent.
This is not a normal AI agent.
They've made huge advances
in long term reasoning and planning,
which is one of the biggest problems with AI agents.
It is so good
they did a job on Upwork with no human intervention.
Check this out.
So here's actual real job from Upwork
where the client wants to set up this
computer vision model,
which actually looks quite interesting,
seems very difficult to set up.
Um, I'm not sure how I would start doing this.
But you know,
you give the test to Devon
and ask Devon to figure it out and things just kick off.
Devon immediately goes ahead
and you can see it sort of start setting up the repo.
It actually runs into some issues here
with the versioning.
So if you watch how Devon deals with it,
Devon's actually
updating the code to make these things work.
He continues with this loading and importing packages.
You can see that actually downloads
images from the internet to run through the model.
You can see here that there are actually some issues
that come across.
However, Devon knows how to handle these things.
Devon kinda pushes through.
And if you look closely,
Devon's actually doing print line d bugging here
where Devon is adding these statements
to track where the data flows.
And Devon continues to do this until
Devon understands how Everything's working
and actually then updates the code
with the fixes after removing print line statements.
Devon continues this pattern of fixing code
and running it again
until it runs
the image model across all these roads across the world.
And we can ask for a report from Devon,
at which point Devon sends over some sample images
of roads with damage marked out
and a nice TXT file
explaining Devon's work
and the different kinds of outputs of the model.
Good job, Devon.
Devon can plan and execute complex engineering tasks
requiring thousands of decisions.
Devon can also recall relevant
contacts that every single step,
learn over time
and fix mistakes.
The interface comes with a command line window
code editor where it writes the code
and a browser to
research everything it needs for the project.
Visit the blog to watch more videos on
some of the tasks that is able to autonomously complete.
It is crazy.
Devon is not released yet
but will likely drop soon.
I'll be testing it when it launches.
So like and follow.","ai, cognition, aitools, aiagent, technews, artificialintelligence, devin",https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/e5064cdd67fe430e90ead09b98a8f69c_1710298725?lk3s=81f88b70&x-expires=1724050800&x-signature=R4nG%2B9%2B5qBuK2IrwDb80VHC3eAw%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/okGfB5fDJIxUJdlUVFnBb8iRxBnCVEZdFQCoMQ/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7ThZrw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Z2lkNGY1OmY5O2lpNGloNUBpajU4aXI5cnRrcTMzNzU8M0AyYWJhL2M2XmMxMzExMTM2YSMtb3NpMmQ0YGxgLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884186&l=2024081707402471752DAAD3D43A509910&ply_type=3&policy=3&signature=40fbe25b44418a9915346bb253db6e68&tk=0,3/12/2024
"25,200",36,256,"1,468","1,069",66,https://www.tiktok.com/@mattfarmerai/video/7345330728466386181,Dora AI Beta Creates an Entire Website With A Prompt! ?? #ai #aitools #aiwebsite #fyp #artificialintelligence #websitedesign ,"New AI tools,
Dora AI Beta.
This will completely disrupt the website industry.
Create an entire web page with a single prompt.
I just got access to the beta
and you wouldn't believe the websites
this tool will make.
Alright, enough hype.
We test tools on this channel.
First generation.
Here is the prompt I used.
It is one of the examples.
A site for a blueberry lavender drink.
It spits out some sites to choose from.
I picked this one. Bam.
A fully editable site.
It does have some UI issues
but nothing a couple edits couldn't fix.
Really impressive.
Next test. Let's try a galaxy style site.
Futuristic selling galaxy shoes.
E commerce style.
Bam. Beautiful.
Even nailed some sick shoe designs.
Wow. Small issues with some of the images
but overall the site is beautiful
and not far from production.
Let's see if I can redesign my AI agency's website.
X agency dot AI generate.
Damn, it's not bad.
I like our site better though.
But we're looking at a beta tool.
This is not far from a complete AI website builder.
How do you get access?
Join the wait list at Dora dot run.
If you enjoyed the video,
like and follow for more AI.","ai, aitools, aiwebsite, fyp, artificialintelligence, websitedesign",https://p77-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/328e9234f8134feb949020b5956b0e6e_1710218100?lk3s=81f88b70&x-expires=1724050800&x-signature=3iyHwwnNPUVmdCzsJKGG2AtHF0E%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/ow9BBUqf3v5lFBClIt28J2ODQEJUJ9QZeD7tMA/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7ThZrw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZWY5NzRkZmlkM2dlMzM3M0BpM2hnOWw5cnR3cTMzNzU8M0A1LTBhMjBhXzExLWI1MTYyYSNyNTVzMmRramtgLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884091&l=2024081707402471752DAAD3D43A509910&ply_type=3&policy=3&signature=b65c415c2e832b1943e0c694cf0fee96&tk=0,3/11/2024
"4,077",11,40,218,142,66,https://www.tiktok.com/@mattfarmerai/video/7344968264230948102,Best AI Tools for Students ?? #ai #artificialintelligence #aitools #aiforstudents #aistudents #studentsoftiktok #student ,"The best AI tools for students.
AI is the biggest brain nourishment
technology ever released.
Here are the AI tools you need for school.
No. 1, brainly site covers every single subject.
You can ask it any question you want.
It even has AI
helping you learn and answer the questions.
You don't wanna wait for an answer.
No. 2, grammarly.
I ain't English.
Well, I use this one personally.
Automatically fix your spelling mistakes.
It even has a complete AI writing assistant.
No. 3, Chat GBT,
one of the best ways to get answers.
Do homework,
take a picture of assignments using GBT Vision.
This is the Swiss Army knife of student tools.
No.4, Wolfram Alpha
compute answers using AI.
It provides
step by step answers and works with all subjects.
Plus it's free.
No. 5, Otter AI.
Usually this tool is used for business meetings,
but you can just record lessons and lectures on your
phone and use this tool to automatically take notes.
No.6, Gamma AI.
Gamma will create presentations automatically with AI
using a single prompt.
It even supports exporting to PDF or Powerpoint
where you can continue to edit them.
How do you rate the list?
What is your favorite tool like and follow for more AI?","ai, artificialintelligence, aitools, aiforstudents, aistudents, studentsoftiktok, student",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/84e75fee49ed4490818e9bce0bcb22e6_1710133694?lk3s=81f88b70&x-expires=1724050800&x-signature=J%2FW1M9q8QztvmoYdGGaIVBk753k%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/o0J3F6OISBg33ExLEKAxTRqLeeOeDioSCGMCgW/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Th0rw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aWg5OmVnZTU5ZDZnaTY5Z0BpamdxZGw5cmo8cTMzNzU8M0AxLTY0Yi0uX18xYF5gMF5hYSNtX2k2MmQ0MGtgLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884095&l=20240817074028112784B408ED9B54EA43&ply_type=3&policy=3&signature=d00ce9190957cd7c72dcd179e7fa93aa&tk=0,3/10/2024
"9,078",18,35,324,199,59,https://www.tiktok.com/@mattfarmerai/video/7344656479976312070,Guide: How They Used AI to Make Videos of Celebrities Teaching Math PART 1 AI Lip Sync #ai #ainews #ailearning #aiteaching #aitools #deepfake ,"I did a video on how kids are learning math with AI
using celebrities to teach lessons
like Elon Musk and Ice Spice.
Yo, can you explain?
Looks alright.
Let's do it.
I've always used BAP to remember how it works.
Mention what it stands for. Shawty.
It stands for base
Answer and then power.
Here is how you can create these videos. Part 1,
AI lip sync.
You have two options,
paid or free.
In the video,
they're likely using a service called Sync Labs
to attach the voice to an interview
video of the celebrity.
Using it is easy.
Cut out a video clip from an interview,
upload the video clip and audio.
Let's look at the results.
My name is Jeff.
Don't you understand?
I feel like I was meant for something more than this.
Bam. Sinklab service is paid
and you get around 20 minutes a month for $19.
It also has a free model that is not as good.
It's called wave to lip plus. Plus.
This is the best you're going to get for free right now.
It's lower resolution overall.
Like and follow
because I'll be releasing part 2 soon
on how they train the Celebrity Voice. And part 3,
putting it all together.","ai, ainews, ailearning, aiteaching, aitools, deepfake",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/2af09bacebb64fa599fea37cfce35f13_1710061104?lk3s=81f88b70&x-expires=1724050800&x-signature=GP4nj1DfWM6A23O7cEqmOjc8JRA%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oAigMkbfrjHIEIKEXd9yZOisQnFBhbogBc8RtA/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Th0rw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NGhmZjxlMzNoZWRlMzs7NUBpMzprcnY5cmVxcTMzNzU8M0AuMjAxLzNgNV4xYl9gNi80YSM1bDVgMmRzYGpgLS1kMTZzcw%3D%3D&btag=e00088000&expire=1723884088&l=20240817074028112784B408ED9B54EA43&ply_type=3&policy=3&signature=b14ef81ce47739bfc3eceda5f15ec442&tk=0,3/10/2024
"12,000",15,76,711,519,83,https://www.tiktok.com/@mattfarmerai/video/7344311217831300358,A New FREE Open Source AI Chat Platform Better Than ChatGPT! #ai #aitools #chatbot #llm ,"New AI tools, Lobe Chat.
I found a superior alternative
to other chatbot platforms.
It emphasizes privacy,
its open source,
high performance and a wide range of supported features.
On top of all of that,
it's free and you can host it locally and use local LMS.
For the example
I'm going to use GBD 4 Turbo
put in my API key.
The platform features an agent marketplace
where users can explore different frameworks,
agents and tasks.
It already has a ton of agents similar to GBTs
but they could work across multiple L L m's.
I added a sous chef to show you an example.
Make a pizza.
The output is beautiful.
It even shows the amount of tokens you have used.
It has multi modal capabilities
supporting vision models,
speech interactions
with both speech to text and text to speech.
I can click a button and Bam,
it reads the recipe to me.
It also includes a plugin system
which allows extensions of core capabilities,
function calling plug ins
enabling real time information retrieval,
data processing
and customization to boost functionality significantly.
One example is the Dolly 3 plugin.
I used it to add images for the final recipe. Bam.
This interface is amazing.
If you wanna use it,
they have a demo on the website.
I recommend installing it with Pinocchio Dot Computer
1 click install and you're up and running locally.
Thanks Cocktail Peanut for adding it.
You are a legend.
If you enjoy the video
Like and follow.","ai, aitools, chatbot, llm",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/2f2640cfafea41db8bbaf7ecab6553ec_1709980716?lk3s=81f88b70&x-expires=1724050800&x-signature=nFm4kS5fbXFjV0%2BjWtsEOKxpcSw%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/oc4mRB8I0BiwgJLvKo9sIkyDPzEueBCqiMXAQR/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Th0rw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Z2QzaTo4O2ZlZ2c6Z2g1N0BpM3J4NXc5cmU2cTMzNzU8M0BiNV80LzY2NS8xYGAvNi0zYSNucS9nMmRrbGpgLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884112&l=20240817074028112784B408ED9B54EA43&ply_type=3&policy=3&signature=d92c3d76f939c4170652e4321fcb4412&tk=0,3/9/2024
"43,400",19,380,"1,751","1,578",59,https://www.tiktok.com/@mattfarmerai/video/7344223167440850181,TripoSR The Best AI Image-To-3D Model I Have Seen ?? #AITools #3DModeling #ai #ainews #3dmodel ,"New AI tools, Triple SR,
we have a new image to 3D tool
that is the best I have seen.
It's also, it was made in collaboration with Triple
AI and Stability AI.
You can upload an image
and it will turn it to a 3D model.
Typically these models
will have issues with the back half of the image
and do not create consistent shapes.
This one is almost perfect.
The demos they provided are actually really accurate,
which is rare in this space.
Let me show you.
Let's start with a picture of myself.
Bam. It's not the most detailed
but overall model is impressive.
I could even 3D print this if I wanted to.
Now a Terminator skull had no issues at all
provides output in OBJ and GBL.
If you wanna try it,
you can either use it on a hugging face spaces
or you can install it easily with Pinocchio dot
computer with a 1 click install.
Search for Triple s R and hit download
then install.
Okay, a 2 click install
but still very easy.
And if you enjoyed the video,
like and follow for more AI tools,
guides and news.","aitools, 3dmodeling, ai, ainews, 3dmodel",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/04d77f18dd3240d397c122557f6f1aa1_1709960213?lk3s=81f88b70&x-expires=1724050800&x-signature=zjYs%2FwLv%2FgAFnO0tt54BifWuXUE%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/osCBSLeCJIwEoCFTcHYdMxESE7gfSYurXf1QBD/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Th0rw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZmVlN2lpNzdmMzs6ZTc4OkBpajY7O3E5cjl4cTMzNzU8M0BjL2EuNjZeNV4xYzAuYDMyYSNoNTEvMmQ0bGlgLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884088&l=20240817074028112784B408ED9B54EA43&ply_type=3&policy=3&signature=a80e93e6f77a5ee033bdc725df5b8417&tk=0,3/8/2024
"4,553",15,10,206,93,74,https://www.tiktok.com/@mattfarmerai/video/7343876783630011654,Learn AI! What is the MMLU Benchmark? #learnai #ai #artificialintelligence #llm ,"What is the m m
L U benchmark?
With hundreds of
AI large language models being released,
assessing performance is critical
benchmarks test different aspects of AI capabilities
from reasoning and understanding
the logic and mathematical skills.
Currently, this is the best way to compare AI model. M m
L U stands for massive Multitask Language understanding.
It is the most respected
and most used benchmark for overall
performance of large language models like G B T4
Gemini and Claude 3.
The test includes multiple choice questions,
problem solving tasks
and reasoning questions that test a model's ability
to process complex information.
It uses a mix of hand collected datasets
with around 15,000 question.
It then averages a model's performance per category
for a final score.
Some examples of subjects
they include our college biology,
formal logic,
high school physics.
The test is very comprehensive.
There's a large debate on if these
benchmarks are actually a good assessment tool.
Companies including Google with its Gemini model
often highlight superior
performance on these benchmarks.
They may not accurately reflected L L
m's practical utility
or its ability to generate human like responses.
Let me know in the comments
if you want me to do more content like this.
And if you enjoy the video,
like and follow for more AI videos.","learnai, ai, artificialintelligence, llm",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/5031ae4030c24eb89ef1fbfef2f6b732_1709879565?lk3s=81f88b70&x-expires=1724050800&x-signature=uo1R37zByzjQDlBy2z9bBJ6mQoI%3D,https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-v-27dcd7/o4f2IDEInBFrBERfUQzqoJlRsvJA6CQ3EMdBQX/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GNDpcInz7Th0rw-rXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ODw7OTk3PDg8ZDVlOjlnO0Bpanl0b3M5cjdlcTMzNzU8M0AyMDQtYjNeXmExYTY0YmA0YSNnLS5xMmRjL2lgLS1kMTZzcw%3D%3D&btag=e00090000&expire=1723884103&l=20240817074028112784B408ED9B54EA43&ply_type=3&policy=3&signature=97c9bd78c64606804c8acdd38ee2906f&tk=0,3/7/2024
